Text,Polarity
বাহিরে গেলে মানিয়ে নিতে একটু সমস্যা হচ্ছে আবে যে পারে সবজায়গাতে পারে।,negative
দর্শক পেটানো আর বল পেটানো অনেক পর্থক্য বুঝলি আবাল ছাব্বি,negative
কোন ছাগলে মীরপুরের উইকেট বানাইছিল...? ,negative
গত কিছু ম্যাচ হারার পিছনে এমন বেতাল উইকেট ই দায়ী,negative
বাস্তবতা মিরাজ ও জানে কিন্তু এই জন্য কি কাপুরুষের মত বলবে যে এটা সম্ভব না?,negative
আমরা অযথা মিরাজের কথাটাকে ট্রল করতেছি।,negative
"মিরাজ বলিং হয়েও প্রথম ইনিংস এ যে বাটিং টা করছে, এই বাটিং টা আমাদের ব্যাটসমেনরা করতে পারলে আজকে আমাদের এই অবস্থায় থাকা লাগতো না।",negative
"মিরাজ বলিং হয়েও প্রথম ইনিংস এ যে বাটিং টা করছে, এই বাটিং টা আমাদের ব্যাটসমেনরা করতে পারলে আজকে আমাদের এই অবস্থায় থাকা লাগতো না।",negative
 তরারে জুতা মারা দরকার টেষ্ট এ ১১০ রানে অলআউট হয়ে যায় তাও আবার নিজের দেশের মাটিতে।,negative
আপনারা চাপাবাজির জন্য খেলতে পারেন না। ,negative
"চাপাবাজি বাদ দিয়া খেলায় মনোযোগ দেন, নিজেদের সম্মান বাচান, দেশের সম্মান বাচান।  ",negative
"মনে রাখবেন যে পোশাক পরে খেলতে নামেন সেখানে দেশের নাম লেখা থাকে, তার অমর্যাদা আপনারা করতে পারেননা।",negative
চাপাবাজি বাদ দিয়া খেলায় মনোযোগ দিন।,negative
" প্রথমত,রানটা ৩০০ না।এটা ৩৫০ বা তার কাছাকাছি যাবে।",neutral
"ওদের টেলএন্ডার রা ব্যাটিং পারে।দ্বিতীয়ত,অসম্ভব না।",positive
"ওদের টেলএন্ডার রা ব্যাটিং পারে।দ্বিতীয়ত,অসম্ভব না।",positive
"এই স্প্রিট থাকা ভালো। কিন্তু তোমরা তো ক্রিজে নেমে সব ভুলে যাও, সমস্যাতো এইটাই",negative
আজকের রাতের জন্য সাব্বিরকে একজন সুন্দরী মডেলের সাথে সময় কাটানো সু ব্যবস্থা করা হোক। ,negative
দেখবেন কাল কি সুন্দর ব্যাটিং করবে!!! মিয়াও....,negative
সাব্ব‌িরক‌ে না ন‌িয়ে সাইফউদ্দীনক‌ে ন‌িলে ভাল হত। প‌েস ব‌োলিং এ কাজ‌ে লাগান য‌েত। ,negative
সাব্ব‌িরক‌ে না ন‌িয়ে সাইফউদ্দীনক‌ে ন‌িলে ভাল হত। প‌েস ব‌োলিং এ কাজ‌ে লাগান য‌েত। ,negative
"মিরাজ বয়সে ইম্ম্যাচিউর,খেলায় ইম্ম্যাচিউর,কথাবার্তাও ইম্মতাচিউর।অল্প বয়সে জাতীয় দলে আসলে যা হয় আর কি",negative
আমরা প্রতিভাগুলাকে নষ্ট করি।,negative
.লাঞ্চের পর খেলার শুরু হয়েছে মৃত্যুর মিছিল দেখার জন্য আমিও প্রস্তুত..,negative
যদি অতিপ্রাকৃত কিছু ঘটে তবে চারদিনেও যেতে পারে... কিন্তু আমাদের পরাজয় কেউ ঠেকিয়ে রাখতে পারবা না!.,negative
" বাংলাদেশ, ৭৫ নম্বর জার্সিটাকে সম্নান করো।",neutral
"দশ বছরে অনেক কিছু বদলেছে,বদালয়নি তার পারফরমেন্স আর অবদান। .",negative
" তোরা সাকিবের সাথে যাকে তুলনা করিস না, তারা সবাই টোপাপানা,স্রোতে ভেসে আসে, স্রোতেই ভেসে যাবে। ",negative
 সাকিবের বিরোধিতার জন্য তোরা তো একজনকে খুটি বানিয়েছিস মাত্র,negative
"আমরা দশ বছর আগে ছিলাম সাকিবিয়ান, এখনও সাকিবিয়ান",neutral
সাকিব ছাড়া বাংলাদেশ ৫৩ টেস্ট খেলেছে জিতেছে মাত্র ১টা,negative
। সাকিবসহ বাংলাদেশ ৫১ টেস্ট খেলেছে জিতেছে ৯ টা ।,negative
জয়ের মধ্যে সাকিব ৩ টাতে ম্যান অব দ্যা ম্যাচ এবং ৩ টাতে ম্যান অব দ্যা সিরিজ ,negative
সাকিব ৬বার ম্যান অব দা ম্যাচ টেস্ট এ।,positive
স্যার তামিম ইকবাল ও স্যার মুশফিকুর রহিম। এই দুই স্যার ১০-১২ ধরে জাতীয় দলে খেলা দুই প্লেয়ার।,positive
এরা সবসময় গ্রুপ পর্বের ম্যাচগুলোতে রান করে ফাটাইয়া ফেলবে।,negative
নকআউট পর্বের গুরুত্বপূর্ণ ম্যাচগুলোতে সবার আগে আন্ডা মেরে চলে আসে!   ,negative
"টি২০ বিশ্বকাপ,বিশ্বকাপ, চ্যাম্পিয়ন ট্রফি, ত্রিদেশীয় সিরিজের ফাঈনাল এসব ম্যাচ দেখলে বুঝা যায়।",negative
এদের থেকে রিয়াদ শতগুনে ভালো,positive
রিয়াদই একমাত্র প্লেয়ার যে কিনা বিপদে হাল ধরার চেষ্টা করে। ,negative
 দুই ইনিংসে বিশ্ব কুখ্যাত ওপেনার তামিমের মোট রান ৬ । ,negative
"আমরা হারি,কিন্তু হারার কারন খুজি না।",negative
"আমরা কেন হারি,আমাদের ব্যর্থতা কোথায়,কিভাবে তা উন্নয়ন করা যাবে চিন্তা হওয়ার দরকার এগুলো বিষয় নিয়ে। ",negative
ইমরুল আর সাব্বির এই দুইটা নাম শুনলেই মেজাজ টা বিগ্রে যায়।,negative
"আমাদের কষ্টের টাকা দিয়া সালার পোলাগো বেতন দেয় ,,, আর ওরা সেই টাকা দিয়ে লুতপুতু করে,,",negative
"শ্রীলংকা টেস্ট জেতা লাগব না,বাংলাদেশের লর্ড ব্যাটসম্যানরাই শ্রীলংকারে জিতাই দিবে",negative
এত বছর টেস্ট খেলার পর বাংলাদেশ এখনও সত্যিকার টেস্টের ট ও জানে না।,negative
"টেস্ট হারবে আর বলবে পিচে সমস্যা,এইটা হইছে,ঐ টা হইছে,,,,,,টেস্টে হারার জন্য সবগুলারে জরিমানা করা দরকার।",negative
একটাই প্রশ্ন আমার ওরা যদি বাংলাদেশ এ এসে খেলতে পারে। আর এরা নিজের দেশের মাটিতে খেলতে পারে না কেন? সব ফালতু,negative
মিনুল ছারা সবাই খারাপ খেলছে ।,positive
তামিমের আসলে আইপিএল এ খেলার যোগ্যতা নাই ,negative
 দু একটা ম্যাচ ভাল খেললে ভালো খেলোয়ার হওয়া যায় না ।,negative
 আমার মতে তামিমের টেস্ট খেলার যোগ্যতা নেই ।,negative
 ওয়েট..বিড়াল চোখা আর বিড়ালমুখো দুইটা ব্যাটসম্যান ও এখনও ক্রিজে নামেন নাই,negative
 ম্যাচে জয় করতে হলে অবশ্যই মমিনুলের সেরা খেলাটা খেলতে হবে । ,positive
 ম্যাচে জয় করতে হলে অবশ্যই মমিনুলের সেরা খেলাটা খেলতে হবে । ,negative
নিজের দেশের মাটিতে ৩৩৯ রানের টার্গেট আহামরি কিছু নয়। ,positive
আশা করি লাইগারেরা আজকেই অল আউট হবে।  ,negative
 সবাই বলে মুমিনুল খুব খেলে! আরে ভাই চিটাগাং কোন খেলার মাঠ? যেখানে ওর ৫টা হানড্রেট। পারলে মিরপুরে দেখাও।,negative
আসলে আমাদের প্লেয়াররা মনে করে আমরা বিশ্বজয় করে ফেলেছি।,negative
বাংলাদেশের আবাল ক্রীড়া সাংবাদিক দের মাঠে নামায় দেওয়া হোক,negative
"এক ম্যাচ জিতলে তারা যেভাবে রিপোর্ট লেখে,, তা দেখে অনেক সময় পাদ এসে",negative
 আমার মনে হয় অন্যান্য দেশ বিশ্বকাপ জিতলেও এভাবে মিডিয়ায় লেখালেখি হয়না।,negative
দেখার অপেক্ষায় আছি বাংলার কালো বিড়াল এবং বিরাট কোহলির ব্যাটিং কোচ সাব্বির দেখবনে কি করে,negative
ইমরুল তো দেখায় দিছে সে বিশাল ব্যপার স্যপার।।।।,negative
"কিসের পাহাড়??মাত্র ৩৩৯ রান,,,না পারলে পদ্মা সেতুতে লাফ দিয়া মরা উচিৎ",negative
",১৮০ ওভার আছে,,,,আর আজকে তো ৬০ ওভার বাকি",negative
বিসিবিকে আর ও কঠোর হতে হবে প্লেয়ার দের বেপারে.,negative
"ক্রিকেট টাকে রাজনীতি মুক্ত করতে হবে, তা হলে ভালো ফল পাওয়া যাবে!",neutral
"এই ইমরুলের সামান্যতম জ্ঞান আছে,,,!আবালের মত খেলে,,,কোন নিয়ন্ত্রণ নাই,,নিজের প্রতি?",negative
 সকি.বাল থাকলে বাংলালিঙ্কের অফার দিত আর লংকান রা দৌড়াইতো অফার নিতে। জিতে যেত বাংলাদেশ ক্রিকেট টিম,negative
আজ হেরে গেলাম,negative
পারবে যদি একজনকে দুবার বা তার অধিক ব্যাট করার সুযোগ দেওয়া হয়।,negative
এভাবে যাবে আর আসবে কিছুক্ষণ পরে দেখবে খেলা শেষ,negative
সাকিব ছাড়া বাংলাদেশ দল সেটা আবার হয় নাকি।,negative
 সপ্নেও চিন্তা করার দরকার নাই।,negative
মুসফিক এখন রিভারসুইপ খেলে!,negative
  ১৩৯ করতে পারবে কি!ঠেনশনে আছি!,negative
টপ অর্ডার কি বাল খেলল আজ ?,negative
 বাংলাদেশ যদি তাদের সেরা ব্যাটিং করে তাহলে ২৮০।,neutral
টেস্ট খেলতে পারে একমাত্র মুমিনুল!!!,positive
"ওরা না পারলেও ,বাংলার হলুদ সাংবাদিকেরা পারবে",negative
 উইকেটে দাড়িয়ে বাংলার প্লেয়াররা যেভাবে হাসফাস করছে তাতে তো ১৫০ রান করতে পারবে কিনা সন্দেহ আছে,negative
ব্যাপার না ৩৩৯ রান টার্গেট মাত্র হাতে আছে আরো ২দিন।,negative
পারবে গতকাল আজকে না,negative
"এদের দিয়ে হালচাঁষ করান লাভবান হবেন,,এদের থেকে আমাদের পারার মফিজের টিম ভালো খেলে। ",negative
এমনি তো হ ওয়ার ছিল।,negative
ইমরুল আমার ছাগল মারকা পেলেয়ার ওকে চিরো দিনের জননো বাদ দেও হোক ইমরুল দলের জননো অভিসা,negative
এই সিরিজে তামিম ভাইয়ের দায়িত্বহীন ব্যাটিং দেখা গেছে,negative
 একটা দলে এতগুলো অপদার্থ থাকলে কেমনে কি,negative
সাকিব মিসিং,neutral
জীবনে সম্ভব লয়,negative
না পারবেনা,negative
জীবনেও সম্ভব না,negative
২ বার ব্যাট ধরতে দিলেও জিততে পারবে কিনা সন্দেহ আছে?,negative
ইমরুল রে দেখলে আমার গান্ডুর মত মনে হয়।বজরা পোলা ইমরুল?,negative
ইমরুলের এইটা করা উচিত হয়নি,negative
39 করতে পারবে কিনা সন্দেহ আছে,negative
কোন সম্ভাবনা নেই।,negative
"ইমরুল ৯ বছর ধরে খেলে আসেছে জাতীয় দলে,কি বাল খেলছে এই ৯ বছরে,,সালার পুত রে থাপ্রাই বার ইচ্ছা করে,আজ ১৮ রানে আউট।",negative
"পিরবাবা মাশরাফি হলে আজকে পাদ দিইয়ে মাঠ ছারত,বেস পাদের গন্দে শ্রীলনকা বেহুশ.. বাংলাদেশ জিতে জেত।",negative
আমার মনে হয় বিসিবির এবার ভালো ভাবে ভাবার সময় হয়েছে খেলোয়াড়দের নিয়ে।,negative
যে খেলোয়াড়রা ৫-১০ বছর হলো ক্রিকেট খেলছে অথচ টেষ্ট ক্রিকেট বঝেনা তাদের বিসিবির দরকার নাই।,negative
 হাথুরু ঠিক বলছে আবেগ দিয়ে খেলা হয়না। খেলা শেষে ভালো ফল চাই।,negative
"আমার মতে বাংলাদেশ ক্রিকেট খেলা বাদ দিক,এতো টাকা নষ্ট করার কি দরকার",negative
"১০/১৫ ম্যাচ পরে যদি একটা জিততে পারে তাও জিম্বাবুয়ে, আফগানস্থান",negative
বর্তমানে আফগানস্থানের কাছেওও পারবেনা,negative
"সুজনও একটা কোচ,আর তেলাপোকাও একটা পাখি",negative
" বাংলাদেশের খেলোয়াড়দের ও পাবলিকের যা লেকচার ,,, যেন তারা ১ নম্বর টিম,",negative
"হাল বাইতে হলে, বলদ প্রয়োজন।",negative
আমি কোচ হবো।,negative
আমাদের কোচ চাই ।,neutral
আমাদের কোচ চাই ।,negative
"নান্নু আর সুজনকে সানি লিওনের কাছে পাঠাতে হবে,",negative
"কিছু কমু না। শুধু এটা বলতে চাই, মমিনুল শেষ পর্যন্ত থাকলে যে কোন কিছুই হতে পারে।",negative
"মমিনুল সেঞ্চুরি করছে এবং বাংলাদেশ হারছে, এরকম ঘটনা এখন পর্যন্ত ঘটে নাই।",positive
যে দেশে প্রথম আলোর মত কিছু পত্রিকা আছে যে পত্রিকা বাংলাদেশের কোন ব্যাটসম্যান একটু ভাল করলেই তাদের প্রসাংসায় আকাশে তুলে দেয় !,negative
যে দেশের সাব্বির রহমান টাইপ কিছু প্লেয়ার আছে। যারা নিজেদের ওয়ার্ল্ডের শ্রেষ্ঠ ব্যাটসম্যান করে।,negative
"যে দেশের প্লেয়ারদের কোন জবাবদিহিতা নেই, কোন দায়বদ্ধতা নেই... আছে একটা ম্যাচ জিতলেই ফ্ল্যাট, জায়গা, বাড়ী উপহার সেই দেশে তো এমনই হওয়া উচিৎ",negative
আগামী আরো ৫০ বছরে এইদেশের অবস্থা এমনই থাকবে। যদি না এই ধরনের পত্রিকা গুলি ফালতু প্রসংসা বন্ধ না করে।,negative
 আমরা এখনো আশাবাদী যে বাংলাদেশ জিতবে. সেই স্বপ্ন নিয়ে খেলা দেখবো. ইনশাল্লাহ জিতবে,negative
খেলার অবস্থা দেখে মনে হচ্ছে ম্যাচ শেষে এই ভাবেই মাথায় হাত দিয়ে আফসোস করতে হবে!টাইগাররা কি বিড়ালে পরিণত হল?,negative
আর কোন দিন বাংলাদেশ জয় এর মুখ দেখবে না যত দিন পাপন সভাপতি থাকবে।,negative
সাব্বির কি ভাবে খেলে আমি বুঝি না,negative
 মাহমুদুল্লাহ কি টেস্ট এর যোগ্য সে কবে ভাল করছিল তার ও মনে নেই,negative
তোষার ইমরান তার তো মামা চাচা নেই সে কেমতে দলে আসবে?,negative
 আসলে ও অন্য কেউ জায়গা হারাবে সে ভয়ে!!?সবাইকে রিমান্ডে দেওয়া দরকার,negative
টিমের শক্তি-দুর্বলতা এবং প্লেয়ারদের কোয়ালিটি বিবেচনা করে উইকেট তৈরি করা হয়না সেজন্য বাংলাদেশ দল খুব একটা সুবিধা করে উঠতে পারেনা।,negative
দেশের বাইরে খেললে আমাদের তাদের কন্ডিশন ও উইকেটে স্ট্রাগল করতে হয় এমনকি নিজের দেশেও আমাদের অানফেভারেবল কন্ডিশনে স্ট্রাগল করতে হয়। ,negative
" যেমন নাচতে না জানলে উঠানের দোষ!আসলে প্লেয়ারদের মনের দূর্বলতা,কেমন জানি হাকু হাকু ভাব!",negative
আমার মতে উইকেট ঠিকই আছে। এমন উইকেট না হলে বাংলাদেশ কখনোই প্রতিপক্ষের ২০ উইকেট নিতে পারবে না।,negative
 বাংলাদেশ ক্রিকেট র্বোড কেন বারবার সাব্বির দলে নেয় !,negative
"৫ দিনের ম্যাচ ২.৫ দিনেই শেষ,এদের শর্ত দিয়ে বেতন দেয়া হোক",negative
 সিনিয়ার খেলোয়ার বাত দেওয়া উচিত এরা দায়িদ্ব নিতে যানে না এদের লজ্জা থাকা ঊচিত ১০০রানে অল আঊট হয়ে যায়,negative
জয়ের জন্য প্রয়োজন 339 রান।হাতে আছে 255 ওভার।,negative
একটু দেখেশুনে খেললেই এই ম্যাচ জিতা সম্ভব।,negative
 ওরা খেলোয়ার না দেলোয়ার,negative
আমার মতে ওপেনিক রাজ্জাক - মুস্তাফিজে সাথে শুরু করা ভাল,negative
এই সালাগো দিয়া কিচুই হইব না,negative
শেষ করে ভাত খেতে যাবে বাঙালিরা,negative
১৩০ রান করে অল আউট হবে ১০০% শিওর.,negative
তবুও জয়ের আশা ছাড়ছি না ।,positive
মমিনুল আর সাব্বির ভালো খেললে ম্যাচ জিতা সম্ভব।,positive
তামিম ভাই চলে গেছে হয়তবা আজকে শেষ হয়ে যেতে পারে,negative
বাংলাদেশ 180 রানের ব্যাবধানে হারবে,negative
"কিছু কমু না, কিছু লেখবোও না। শুধু দেখে যাবো.",negative
বাল তোমাগো মতোন সাংবাদিকগো লাইগা আজ টিমের এই অবস্তা,negative
 স্যার ইমরুল আর স্যার সাব্বির ওরফে ম্যাও ভাই যদি জ্বলে ওঠে তাহলে আমরাই জিতব ।,negative
"আহা!!! কত ছুন্দর কেলা কেলে বাঙালি """,negative
২০০ রানের হার।,negative
কোন সন্দেহ আছে?,negative
জিততে চাইলে বল পিচে পড়ার আগেই মারতে হবে....,neutral
তামিম আউট হইল সাথে একটা রিভিউ নষ্ট কয়রা গেল।,negative
 তামিম কি টেস্টের টেম্পার এখও আছে? রাবিশ (মল মুহিতের ভাষায়),negative
 বাংলাদেশের খেলোয়ারগ না খেইলা খেতে খামারে কাজ করা উচিত,negative
"দুঃখ হয় নিজ দেশের, নিজ মাঠে ব্যাটিং বিপর্যয়",negative
শ্রীলংকা এই উইকেটে ২০০+ রান করে আর আমাদের টিম ১৫০ রানও পার করতে পারে না।শুধু অজুহাত,negative
"আমাদের শান্তনা দুজন বোলার ৪ উইকেট পাইছে,এটা নিয়াই হিহিই করতে থাকি।",negative
 সাকিব ছাড়া বেলিম এর যুগের ক্রিকেট খেলে বাংলাদেশ,negative
যত রানই হোক সেটা টেস্ট স্পেশালিষ্ট সাব্বিরের জন্য তুচ্ছ । নো টেনশন,negative
আমি মজা পাচ্ছি।অতি সন্যাসিতে গাজন নষ্ট বলে একটা কথা আছে,negative
"আমাদের প্লেয়ার দের জন্য,দুধ-ভাত রেডি কর।",negative
আগের দিন নিছস ১০০ কাল নিবি ৮০ তারপর তাড়াতারি বাড়ি চলে যাবি।,negative
"সাব্বির একাই ম্যাচ জেতাবে,চিন্তার কোন কারন নেই ।",positive
খেলা নিয়া উটক্যাল মাছের মতো লাফালাফি বাদ দিছি।,negative
এই উইকেটে কাল বাংলাদেশ ১২০ রানে অলআউট হয়ে যাবে।,negative
 বাংলাদের দৌড় ঐ জিম্বাবুয়ের সাথেই জেতা,negative
ফ্ল্যাট উইকেট বানায় দাও তাহলে স্যার মমিনুল আবার সেঞ্চুরী করবে,negative
"শ্রীলংকার জেতা উচিৎ, কারন তারা ভালো খেলছে।",neutral
 দেখে দেব ব্যাটিং এসে আমরা বাঘের বাচ্চা,negative
 তাহলে আর খেলার দরকার কি?খেলা ছেড়েদিলেই হয়।,negative
ছেঁড়া কাথায় শুয়ে লাখ টাকার স্বপ্ন। ১০০ রান করতে পারবে নাকি সন্দেহ। অাবার ৩০০ রান করে জিতবে ,negative
টেস্টের ফলাফল যাই হোক পিচের দোষ দেয়া অজুহাত ছাড়া কিছুই না,negative
শ্রীলঙ্কার ব্যাটসম্যানরাও একই পিচে খেলছে। ,neutral
"সম্ভব হতো,যদি সাকিব থাকত|সাকিব থাকলে ১ম ইনিংসে শ্রীলংকার ২০০ হতো না আর টাইগারদের ব্যাটিং ডামাডোল হতো না|",negative
এই ম্যাচ বাংলাদেশ জিতবে -যারা এমনটা আশা করেন তারা কল্পলোকের বাসিন্দা। ,negative
"মিরাজ বয়সে ইম্ম্যাচিউর,খেলায় ইম্ম্যাচিউর,কথাবার্তাও ইম্মতাচিউর।অল্প বয়সে জাতীয় দলে আসলে যা হয় আর কি!এভাবেই আমরা প্রতিভাগুলাকে নষ্ট করি।",negative
বাংলাদেশের খেলোয়াদের খারাপ খেলার জন্য সরকারের উচিত সবাইকে সিল্কায় একটি বাড়ী একটি খামার উপহার দেওয়া তবে ডিজিটাল খেলোয়ার পাবে,negative
" হাগলের কামনে বরক হাতাত করি চিন্নি,,,খন,,,,😜,,,,,তোরা বেডা একটা ম্যাচ ভাল খেলি,,,লাফালাফি করচ",negative
 আর কত ম্যাচ খেললে নিজ দেশের পিচ বুঝে খেলা যায়! ,neutral
এখন টেস্ট খেলা দেখে মনে হচ্ছে এদের ক্রিকেট ছেড়ে দিয়ে হাডুডু খেলা উচিত যাতে অন্তত চ্যাম্পিয়ন হবার সম্ভাবনা আছে!,negative
 টি টোয়েন্টি বিশেষঅগগগগ সাথে ১০০০ রান ও তোয়াক্কা করি না! খালি আউট কথাটা না থাকলেই হয়।,negative
"একদিন ভাল খেললে তিনদিন আনন্দে লাফায়, না হলে দেশের মাটিতে কি ভাবে ১১০ দশ রানে অল আউট হয়",negative
আরে জিতবা জিতবা 300 কোনো রান হলো তোমাদের মত ব্যাটম্যান থাকতে চিন্তা কী 500 হলে ও সমস্যা নাই,negative
৩১২ রানের লিড ইতিমধ্যে হয়ে গেছে ।,negative
কাল দ্রুত উইকেট ফেলতে না পারলে সাড়ে তিন'শ এমনকি তারও বেশি রানের লিড হয়ে যেতে পারে । ,positive
দুইটা উইকেট ফেলার চিন্তা করো তারপর রান চেজ করার কথা ভেবো ।,negative
যতদিন ইমরুল কাযেস এর মত থেলোযাড় থাকবে।।।।।।ততদিন বাংলাদেশের এই অবস্হা হবে।,negative
লংকানরা যদি ২য় ইনিংস ব্যাট না করে বাংলাদেশকে ছেরে দিত তাহলে বাংলাদেশ ১১২ রান করতে পারতো না।,negative
থেষ্ট হইসে টার্গেট! এইবার ডিক্লে দে কাকু হাতুরু! ইজ্জত মাইরবিনি?,negative
এবার ৫৫ রানে প্যাকেট হবে বিড়ালছানারা....,negative
মনে হয় না বাংলাদেশ এই রান টপকাতে পারবে! তবুও শুভ কামনা।.,positive
এই ম্যাচ বাংলাদেশ জিতলে সানিলিওন ভার্জিনিটি ফিরে পাবে।,negative
একমাত্র গতিদানব সুজনই এই ম্যাচের গতিপথ পাল্ট দিতে পারে!.,negative
" অসম্ভব কে সম্ভব করা শুধু অন্নত জলিলের কাজ,ক্রিকেটারদের না",negative
কথায় না বড় হয়ে কাজে বড় হ,negative
 ভাই মাহমুদউল্লাহ একটা লেজেন্ড,positive
এই পিচ এ ১০০ লীড মানে তখনি জিতেগেছে,negative
এ সময় অনন্ত জলিল কে দরকার অসম্ভব কে করার জন্য!,negative
শ্রীলংকা মাটিতে সাকিব নাম বেস্ট অল রাউন্ডার ছিল ..এখন আছে এখন আছে বাল ,negative
আইসিসি উচিৎ বাংলাদেশ কে টেষ্ট খেলা থেকে বাদ দেয়া,negative
মাদারীদেরকে চাঁপা মারতে দাও ভালই পারে।,negative
খুব সম্ভব কিন্তু তোমরা ব্যাটসম্যানরা সেটা অসম্ভব করে তুলবে,negative
"ওর (মিরাজ) মাথায় মাল উঠেছে, ওরে পাবমসয় পাঠানো দরকার।",negative
হাতুড়িসিং ভাল কোচ না সে নাসির বিজয় কে বসিয়ে সৌম্য আর মুসাদ্দেক কে খেলাইছে,negative
কাল‌কে তো বাংলা‌দে‌শের গাঁধা খে‌লোয়া‌রেরা ২০০রা‌নের ব্যবধা‌নে হার‌বে,negative
আগে লাকমালকে আউট করেন!!!লিড ৪০০ হবে,negative
111 ও সম্ভব,negative
বাংলাদেশ দলের জন্য শুভকামনা রইলো,positive
 পারবা তুমরা দোয়া করি | এই ম্যাচে না পারলে কি আগামিতে পারবা |,positive
"পরিসংখ্যানে পিছিয়ে আমরা, আত্মবিশ্বাস স্বপ্ন দেখাচ্ছে!",negative
সাকিব ছাড়া বাংলাদেশ যে ডালভাত সেটাও আবারো প্রমাণিত হচ্ছে.,negative
 বাল পালাইবা। দেখুমনে! মিনিমাম ২০০ রানের ব্যবধানে হারবা।,negative
লিখে রাখতে পারেন দুইশ রানে হারবে,negative
আমি আশাবাদি লোক আশা রাখি বাংলাদেশ জিদবে !,positive
" কলস খালি,আওয়াজ তো বেশী করবেই।",negative
এই পিচে ৩০০ রান তাড়া করতে বাংলাদেশে অারও ২ বার ব্যটিং করতে হবে.,negative
সব হাথুরার দোষ,negative
"বাংলাদেশ এমন বয় পাচ্ছে কেন, আমি কিচু বুঝিনা",negative
"আর ভাল্ লাগে না খেলা দেখতে,পরাজয়ের গ্লানি আর সহ্য করতে পারছি না!",negative
মেহেদী মিরাজকে দিয়ে কিছু একটা আশা করা যেতে পারে.,negative
"আমরা ফাইনালে হারছি আর হারতে হারতে কোন মতে টেষটে হার এরাইঝি,,বিশাল বাল ফালাই ফেলছি।।",negative
১০০ রান করার যোগ্যতা অাছে?,negative
" দুর্বল শ্রীলঙ্কা কাংলাদের বাঁশ দিচ্ছে
",negative
"বাঙালীবাবু মুখে জোর আছে,,,,,,,,,,, মিনিমাম ১০০ রানে হারবে",negative
হাসির কারন একটাই; লজ্জা না থাকলে যা হয় আরকি ,negative
আদালতের রায় কি বিডি টিমের ওপর পরছে?,negative
বাল ছিড়বি ওটা বলার লাগবে না,negative
"চেষ্টা তো করতে হবে,হারার আগে হারতে চাইনা।সম্ভব না অসম্ভব সেটা পরে দেখা যা",negative
 এই উইকেটে বাংলাদেশের জন্য অসম্ভব।,negative
এ মুহূর্তে অনন্ত জলীল কে দলের খুবই প্রয়োজন।।,negative
অনেক বাজে ভাবে হারবে দল,negative
ব্যাটিং দেখলে থাপড়াতে মন চায়।যে কিনা নিজেদের দেশের কন্ডিসনেও হারে,negative
তবে হতে পারে যদি মাহমুদ সুজন টেন্ডুলকারকে ওপেনিংয়ে নামানো যায়,negative
দুর বাংলার সব কয়টা মিলে চোরের দল ।,negative
আগামীকাল ৮0 রানে অলআউট হবে বাংলাদেশ,negative
আগামীকাল ৮0 রানে অলআউট হবে বাংলাদেশ,negative
খুব বেশি না ১৫০ রানে হারবে,negative
দেয়ার ইস কোন ব্যাপার না।টার্গেট সাড়ে তিনশ হবে আর আমরা তা নিয়ে নিবো।ইনশাল্লাহ,negative
এইসব নাদান পোলাপান সংবাদ সম্মেলনে যা মুখে আসে তাই বইল্লা যায়,negative
মেও ভাই  আজকা সেই গর্জন করেছে একেবারে বিড়ালের বাচ্চার মত,negative
উইকেটে উইকেটে ব্যবধান আছে।,negative
আবেগের সো*নে।,negative
মিরপুরের এই পিচে আমরাই বরং অতিথি।,negative
আমরা সব পারবো শুধু খেলা জেতা ছাড়া,negative
 কথাটা যদি স্যার সাব্বির বলে থাকে তাহলে হতেও পারে।,negative
 ভাই গাজাটা একটু বেশি হয়ে গেল না?,negative
এ জন্যই তো মাত্র ১১০,negative
নির্লজ্জ খেলোয়াড় দের মুখে সবসময় হাসি থাকে!,negative
"যদিও কাজটা বেশ কঠিন।তবে তামিম,মমিনুল দাঁরিয়ে গেলে আসম্ভব্য নয়",negative
 মাঠে করে দেখাও।,negative
২০০ রান করতে পারে কিনা সন্দেহ আবার ৩০০ রান,negative
"১০০ পার করুক আগে
",negative
 শূয়োররা গু হারা হারলো..,negative
তাদের বেতন বন্ধ করা হক!,negative
 আজকের আফগানদের ম্যাচটা দেখা উচিত।দেখেন কি ভাবে শেষ 10 অভারে 122 রান করল।,negative
110 এ অলআউট হও... ৩২০ করবা....!!!! শালারা সব আবাল...বাল খেলে।,negative
প্রথম ইনিংসে ১১০ হলে দ্বিতীয় ইনিংসে ৫৫ অসম্ভব নয়।,negative
 মানসিক শক্তিতে পিছিয়ে বাংলাদেশ।,negative
শ্রীলঙ্কা জিতছে ১০০%,positive
 পারবেনা এইবার ,negative
 কোচ দরকার। কোচ ছাড়া দল নিয়ে যে তুঘলকি কান্ড শুরু করেছে তা বলার বাইরে।,positive
"প্যাট মোটা আর কিছুদিন থাকলে বাংলাদেশ ক্রিকেট দল, কেনিয়ার কাছে ও হার",negative
অসাধারণ দায়িত্ব পালন করতে করতে বিশ্বখ্যাত গতিদানব সুজন কাক্কু ক্লান্ত হয়ে পড়েছেন।,negative
এবার আরেক বিশ্বখ্যাত নান্নু কাক্কুকে কোচের দায়িত্ব প্রদানের জন্য জাতি জোর দাবি জানাচ্ছে।,negative
